,ensembl.id,symbol,biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1918,ENSG00000197548,ATG7,protein_coding,523.8345459,-0.465219763,0.093453843,-4.978069875,6.42E-07,5.57E-06
1919,ENSG00000205060,SLC35B4,protein_coding,916.93843,0.492830197,0.099002429,4.977960636,6.43E-07,5.57E-06
1957,ENSG00000139508,SLC46A3,protein_coding,92.29436942,-0.885025566,0.178892728,-4.94724172,7.53E-07,6.40E-06
2045,ENSG00000177830,CHID1,protein_coding,1563.941019,0.448230827,0.092545472,4.843357726,1.28E-06,1.04E-05
2105,ENSG00000112159,MDN1,protein_coding,845.2298049,0.596470491,0.124658694,4.784828653,1.71E-06,1.35E-05
2225,ENSG00000100425,BRD1,protein_coding,262.6712346,-0.566052943,0.121333176,-4.665277557,3.08E-06,2.30E-05
2233,ENSG00000064999,ANKS1A,protein_coding,650.6465683,0.426613522,0.091583461,4.658193925,3.19E-06,2.38E-05
2281,ENSG00000198455,ZXDB,protein_coding,236.4216384,-0.630548869,0.136381664,-4.62341381,3.77E-06,2.75E-05
2343,ENSG00000084112,SSH1,protein_coding,744.0031525,-0.400106238,0.087629787,-4.565870253,4.97E-06,3.53E-05
2379,ENSG00000143772,ITPKB,protein_coding,396.6910932,0.5445742,0.120116518,4.533716159,5.80E-06,4.05E-05
2383,ENSG00000080031,PTPRH,protein_coding,120.9380346,-0.725362622,0.16011364,-4.530298753,5.89E-06,4.11E-05
2389,ENSG00000264522,OTUD7B,protein_coding,549.5936112,-0.444237658,0.098213803,-4.523169277,6.09E-06,4.24E-05
2426,ENSG00000136169,SETDB2,protein_coding,146.5031165,-0.655477138,0.14612982,-4.485580962,7.27E-06,4.98E-05
2428,ENSG00000124383,MPHOSPH10,protein_coding,585.7875748,-0.487146462,0.108729812,-4.48033942,7.45E-06,5.10E-05
2467,ENSG00000177570,SAMD12,protein_coding,386.8942181,-0.512400642,0.115301791,-4.443995528,8.83E-06,5.95E-05
2509,ENSG00000141298,SSH2,protein_coding,231.0891661,0.564477362,0.12804218,4.408526649,1.04E-05,6.90E-05
2579,ENSG00000104951,IL4I1,protein_coding,14.08478113,-1.475279603,0.339917578,-4.340109773,1.42E-05,9.18E-05
2581,ENSG00000162433,AK4,protein_coding,688.3442001,0.450318588,0.103782694,4.339052768,1.43E-05,9.22E-05
2602,ENSG00000186350,RXRA,protein_coding,361.7449302,-0.502412727,0.116378456,-4.317059576,1.58E-05,0.000101047
2609,ENSG00000253797,UTP14C,protein_coding,459.1661577,-0.548809789,0.127349137,-4.309489659,1.64E-05,0.000104288
2642,ENSG00000137822,TUBGCP4,protein_coding,938.4971974,0.374888249,0.087501366,4.284370262,1.83E-05,0.000115337
2684,ENSG00000165434,PGM2L1,protein_coding,152.1720619,0.68583734,0.161572199,4.2447732,2.19E-05,0.000135561
2687,ENSG00000140451,PIF1,protein_coding,269.577932,0.599177352,0.141370968,4.238333789,2.25E-05,0.000139351
2735,ENSG00000124733,MEA1,protein_coding,888.9078531,0.431800164,0.102910604,4.195876298,2.72E-05,0.000165258
2761,ENSG00000198700,IPO9,protein_coding,1496.714063,0.411733958,0.098477093,4.181012514,2.90E-05,0.00017478
2780,ENSG00000150967,ABCB9,protein_coding,215.3866137,0.557395979,0.133835907,4.164771567,3.12E-05,0.000186416
2866,ENSG00000243335,KCTD7,protein_coding,210.1515863,0.604053016,0.147413422,4.097679888,4.17E-05,0.000242117
2887,ENSG00000099250,NRP1,protein_coding,23798.22588,0.375100586,0.091870005,4.082949443,4.45E-05,0.000256117
2956,ENSG00000011021,CLCN6,protein_coding,351.564648,0.487288371,0.121188611,4.020908953,5.80E-05,0.000326114
2994,ENSG00000169435,RASSF6,protein_coding,95.81358965,-0.737203616,0.184570149,-3.994164923,6.49E-05,0.000360566
3019,ENSG00000170312,CDK1,protein_coding,1938.396308,0.414182971,0.104121131,3.977895436,6.95E-05,0.000382945
3044,ENSG00000083799,CYLD,protein_coding,304.2243456,-0.453917133,0.114529597,-3.96331731,7.39E-05,0.000403767
3101,ENSG00000100298,APOBEC3H,protein_coding,29.20705708,-1.051414308,0.267523733,-3.93017209,8.49E-05,0.000455166
3122,ENSG00000162714,ZNF496,protein_coding,1013.866982,-0.327006712,0.083503837,-3.916068103,9.00E-05,0.000479372
3161,ENSG00000168569,TMEM223,protein_coding,290.2334349,0.470425672,0.120782438,3.89481848,9.83E-05,0.000516948
3234,ENSG00000171469,ZNF561,protein_coding,485.3075607,-0.395283949,0.102731757,-3.847728878,0.000119218,0.000612964
3279,ENSG00000154914,USP43,protein_coding,148.3969918,-0.560838454,0.146999941,-3.815229108,0.000136057,0.000689951
3295,ENSG00000122778,KIAA1549,protein_coding,1196.578042,0.399494219,0.104935687,3.807038679,0.000140641,0.000709932
3676,ENSG00000170677,SOCS6,protein_coding,676.1065148,-0.376536742,0.10609379,-3.549093143,0.00038656,0.001748089
3693,ENSG00000157837,SPPL3,protein_coding,1304.996103,0.311938352,0.088080947,3.541496353,0.000397864,0.001791413
3759,ENSG00000184271,POU6F1,protein_coding,24.22584462,-1.012518601,0.289407913,-3.498586445,0.000467731,0.002069018
3811,ENSG00000103522,IL21R,protein_coding,5.570509756,-1.271250481,0.367349152,-3.460605462,0.000538962,0.002351577
3937,ENSG00000127603,MACF1,protein_coding,3533.222734,0.428119864,0.126364698,3.387970454,0.000704118,0.002973859
4000,ENSG00000078177,N4BP2,protein_coding,154.0875524,-0.582454178,0.173526354,-3.356574755,0.000789144,0.003280471
4040,ENSG00000120253,NUP43,protein_coding,499.5713341,0.379189839,0.113622152,3.337287962,0.000846002,0.003482012
4054,ENSG00000221845,C7orf65,protein_coding,4.633419372,-1.218198932,0.365848667,-3.329789176,0.000869118,0.003564797
4061,ENSG00000103018,CYB5B,protein_coding,1138.419398,0.346140289,0.104077985,3.325778158,0.000881721,0.003609368
4064,ENSG00000133706,LARS,protein_coding,3841.280132,-0.266263546,0.080085829,-3.324727332,0.00088505,0.003621215
4082,ENSG00000011422,PLAUR,protein_coding,1185.558078,-0.305202439,0.092139313,-3.312401949,0.000924985,0.003767922
4181,ENSG00000163701,IL17RE,protein_coding,166.0506647,0.56735246,0.173528564,3.269504728,0.001077359,0.0042847
4225,ENSG00000132915,PDE6A,protein_coding,5.759393112,1.191123317,0.366266693,3.252065606,0.001145696,0.004509025
4372,ENSG00000110090,CPT1A,protein_coding,3104.687463,0.34318924,0.108331675,3.167949182,0.001535184,0.005838754
4373,ENSG00000196418,ZNF124,protein_coding,95.82671773,-0.552671577,0.1745054,-3.167074359,0.001539809,0.005855008
4394,ENSG00000029153,ARNTL2,protein_coding,1466.699139,-0.317881633,0.100827973,-3.152712729,0.001617609,0.006121439
4494,ENSG00000162521,RBBP4,protein_coding,1124.833371,0.285785077,0.091951667,3.107992346,0.001883629,0.006969513
4500,ENSG00000172382,PRSS27,protein_coding,12.89537047,-1.047809654,0.337423364,-3.105326327,0.001900692,0.007023268
4584,ENSG00000085831,TTC39A,protein_coding,213.8837536,-0.433561817,0.141480822,-3.064456457,0.002180659,0.007908397
4606,ENSG00000197771,MCMBP,protein_coding,846.6010581,0.353645855,0.115938803,3.050280379,0.002286278,0.008253633
4799,ENSG00000013573,DDX11,protein_coding,500.7894729,0.400506341,0.135615364,2.953251974,0.003144452,0.010895175
4833,ENSG00000145817,YIPF5,protein_coding,990.9565619,0.29632868,0.10095083,2.935376369,0.003331433,0.01146184
4849,ENSG00000112419,PHACTR2,protein_coding,240.6965541,-0.367962693,0.125657698,-2.928294092,0.003408275,0.011685113
4891,ENSG00000114054,PCCB,protein_coding,657.0156274,-0.283870698,0.097441835,-2.913232262,0.003577084,0.012161063
4931,ENSG00000157259,GATAD1,protein_coding,401.3509057,-0.315485925,0.108987921,-2.89468706,0.003795367,0.012798492
4933,ENSG00000118217,ATF6,protein_coding,2859.054914,-0.319591276,0.110454954,-2.893408267,0.003810856,0.012845512
5009,ENSG00000163964,PIGX,protein_coding,520.1927431,0.300519236,0.104974512,2.862782887,0.004199382,0.013940372
5060,ENSG00000168256,NKIRAS2,protein_coding,395.6684234,-0.309225462,0.109112197,-2.834013707,0.004596736,0.015105638
5086,ENSG00000167182,SP2,protein_coding,351.9331256,-0.311198982,0.110217124,-2.823508451,0.004750117,0.015529876
5125,ENSG00000182986,ZNF320,protein_coding,379.2640804,0.303454172,0.108379543,2.799921119,0.00511151,0.016577761
5233,ENSG00000101191,DIDO1,protein_coding,1280.779482,0.238383063,0.086571396,2.753600757,0.005894362,0.018728224
5276,ENSG00000154274,C4orf19,protein_coding,108.0635571,0.472834587,0.172932894,2.734208498,0.006253044,0.01970728
5306,ENSG00000114026,OGG1,protein_coding,200.7894304,0.414534028,0.152300404,2.721818318,0.006492382,0.02034511
5336,ENSG00000168724,DNAJC21,protein_coding,704.49197,-0.264288599,0.0976849,-2.705521527,0.006819723,0.021251565
5505,ENSG00000198586,TLK1,protein_coding,514.093222,0.289849586,0.110281066,2.628280603,0.008581769,0.025921464
5578,ENSG00000117758,STX12,protein_coding,301.8533153,-0.305114012,0.117388273,-2.599186477,0.0093445,0.027855923
5599,ENSG00000186470,BTN3A2,protein_coding,147.3102301,0.392542763,0.15163907,2.58866506,0.009634876,0.028613809
5660,ENSG00000133083,DCLK1,protein_coding,4.055415612,-0.92904982,0.361623004,-2.569111508,0.010195964,0.029953798
5685,ENSG00000117305,HMGCL,protein_coding,282.1116695,-0.33380041,0.130558373,-2.556713912,0.010566608,0.030906167
5741,ENSG00000162924,REL,protein_coding,87.63982501,-0.49661119,0.196402196,-2.528541939,0.01145374,0.033174149
5839,ENSG00000181027,FKRP,protein_coding,218.2059888,-0.320581577,0.128635357,-2.492173113,0.012696414,0.036157084
5905,ENSG00000167363,FN3K,protein_coding,130.5582054,-0.416329199,0.168962878,-2.46402763,0.013738552,0.038686646
5908,ENSG00000138640,FAM13A,protein_coding,200.913485,-0.332645104,0.135071767,-2.462728598,0.013788424,0.038807366
6001,ENSG00000130164,LDLR,protein_coding,9424.510092,0.236691537,0.097451904,2.428803624,0.015148735,0.041975198
6034,ENSG00000095539,SEMA4G,protein_coding,275.5992882,0.32845109,0.135849876,2.417750386,0.015616786,0.043035451
6063,ENSG00000164048,ZNF589,protein_coding,339.5291339,0.318770597,0.132246476,2.410427916,0.01593382,0.043699085
6138,ENSG00000068697,LAPTM4A,protein_coding,4002.749859,0.189173894,0.079508274,2.379298209,0.017345637,0.046982123
6140,ENSG00000263002,ZNF234,protein_coding,121.4409243,-0.410936032,0.172719281,-2.379213431,0.017349627,0.046985277
6144,ENSG00000197302,ZNF720,protein_coding,166.3706941,-0.3264857,0.137314277,-2.377652989,0.017423214,0.047153841
6164,ENSG00000173193,PARP14,protein_coding,1143.437798,-0.283828612,0.11965939,-2.371971068,0.017693476,0.047729903
6239,ENSG00000152465,NMT2,protein_coding,223.1040244,0.314736927,0.134498359,2.340080047,0.019279607,0.051383444
6250,ENSG00000121406,ZNF549,protein_coding,217.7624196,0.340170494,0.145608234,2.336203692,0.019480628,0.051823778
6323,ENSG00000189164,ZNF527,protein_coding,53.97698377,0.512867821,0.22191513,2.311098937,0.020827391,0.054775286
6407,ENSG00000258890,CEP95,protein_coding,527.7810303,-0.235201491,0.103217164,-2.278705218,0.022684594,0.058873019
6419,ENSG00000171530,TBCA,protein_coding,337.325651,-0.26802912,0.117943514,-2.272521072,0.023055057,0.059713315
6461,ENSG00000167524,SGK494,protein_coding,53.48326528,0.535621271,0.23714934,2.258582168,0.023909388,0.061533092
6654,ENSG00000162408,NOL9,protein_coding,478.8993045,-0.216431274,0.098784921,-2.190934336,0.028456545,0.071105565
6772,ENSG00000141367,CLTC,protein_coding,8590.331387,0.196347463,0.091320942,2.150081446,0.031548773,0.077465003
6795,ENSG00000153094,BCL2L11,protein_coding,178.650345,0.29823943,0.139192714,2.14263679,0.032142275,0.07865515
6801,ENSG00000177946,CENPBD1,protein_coding,76.25017158,-0.404879302,0.189141205,-2.140619236,0.032304756,0.078983015
6915,ENSG00000187720,THSD4,protein_coding,2945.777348,-0.259681413,0.123668106,-2.099825261,0.035744215,0.085951527
7002,ENSG00000198783,ZNF830,protein_coding,140.0654468,-0.306005547,0.148104219,-2.066150103,0.038814309,0.09216112
7074,ENSG00000105953,OGDH,protein_coding,2142.114664,0.178688256,0.087343221,2.04581712,0.040774367,0.095829848
7093,ENSG00000069493,CLEC2D,protein_coding,49.53127423,0.460413969,0.225529362,2.041481273,0.041203013,0.096591528
