"","ensembl.id","symbol","biotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"164","ENSG00000165801","ARHGEF40","protein_coding",110.528481029837,-3.15775090850441,0.212718082013908,-14.8447695588847,7.52128173929744e-50,8.99481089956346e-48
"175","ENSG00000171992","SYNPO","protein_coding",282.210967774106,-2.02025719402968,0.138028626195218,-14.6365087425588,1.64290389204837e-48,1.84127280198541e-46
"182","ENSG00000005379","BZRAP1","protein_coding",180.671615601224,-2.31560713666579,0.160488645286249,-14.4284795509093,3.4254943364183e-47,3.69144068242703e-45
"188","ENSG00000156687","UNC5D","protein_coding",34.3352223377218,-4.52683401946329,0.317255235236873,-14.2687448989878,3.42690729827484e-46,3.57510281069492e-44
"190","ENSG00000152661","GJA1","protein_coding",182.686408020137,2.65209096162192,0.187113106943085,14.1737316265536,1.33228577861731e-45,1.37526952505375e-43
"195","ENSG00000073849","ST6GAL1","protein_coding",480.555029791116,1.73507216075956,0.123026874050575,14.1031963475418,3.6295068741094e-45,3.65053940112347e-43
"198","ENSG00000105976","MET","protein_coding",5938.28508848122,1.37654737300247,0.0977592387150817,14.0809952194329,4.97048373294122e-45,4.92354027546345e-43
"199","ENSG00000170801","HTRA3","protein_coding",79.9158837983062,-3.27880226945801,0.2332013656169,-14.0599617021299,6.69224205642311e-45,6.59572580163952e-43
"201","ENSG00000071246","VASH1","protein_coding",178.512890593194,-2.13866300699798,0.152493815680253,-14.0245884559824,1.10249836235427e-44,1.07046041489377e-42
"205","ENSG00000113657","DPYSL3","protein_coding",135.167789911842,-3.30216816058486,0.236047552544913,-13.9894191868672,1.80883103441771e-44,1.73056600380656e-42
"207","ENSG00000134955","SLC37A2","protein_coding",637.326118342604,-1.55581685389663,0.111266529243288,-13.9827930688373,1.98540600354074e-44,1.88114821002147e-42
"209","ENSG00000163485","ADORA1","protein_coding",155.273049521314,-2.58980284834708,0.186348445470095,-13.8976359143425,6.54682288107587e-44,6.14367641945172e-42
"211","ENSG00000126775","ATG14","protein_coding",768.905636832347,-1.23315405733789,0.0888323232367907,-13.8818170279168,8.16475941539039e-44,7.58935670208776e-42
"236","ENSG00000166257","SCN3B","protein_coding",52.3258973887504,-3.55831002068704,0.266804164794642,-13.3367858909768,1.41426811819762e-40,1.17534070348347e-38
"267","ENSG00000170873","MTSS1","protein_coding",86.8897325231104,-3.1900583846794,0.248424042089927,-12.8411821893013,9.63911869285009e-38,7.08060055890894e-36
"272","ENSG00000076641","PAG1","protein_coding",492.299908435815,1.86367504937495,0.14584724233583,12.7782673126148,2.16846648257524e-37,1.56360783539515e-35
"278","ENSG00000140465","CYP1A1","protein_coding",196.777877180512,2.10631424110863,0.166039481736528,12.6856228354828,7.10468241739595e-37,5.01237900188441e-35
"279","ENSG00000163513","TGFBR2","protein_coding",4022.9070666608,-1.0514048724542,0.0830610934562228,-12.658211308142,1.00769203532398e-36,7.08382218236892e-35
"294","ENSG00000138685","FGF2","protein_coding",250.744656084624,-1.83709694978317,0.148060338821682,-12.4077586503141,2.37200194651169e-35,1.58238347540591e-33
"301","ENSG00000140563","MCTP2","protein_coding",57.3166243385277,-3.40352601521003,0.276358952325164,-12.3155989215267,7.46588551476881e-35,4.86473131565318e-33
"303","ENSG00000101493","ZNF516","protein_coding",47.2175227004875,-3.16685137967993,0.257469380442343,-12.2999145538749,9.06700029118805e-35,5.86901243270862e-33
"307","ENSG00000205339","IPO7","protein_coding",2800.43712660667,1.02542783575925,0.0836225439683948,12.2625764189477,1.43852230284697e-34,9.19014264682008e-33
"311","ENSG00000147650","LRP12","protein_coding",1046.1204898228,-1.29249452150197,0.105875889348621,-12.207637918829,2.82985933691817e-34,1.78463122749119e-32
"316","ENSG00000136237","RAPGEF5","protein_coding",295.747975684948,1.55038097277585,0.12731752767544,12.1772783455873,4.1076144549234e-34,2.54945070583585e-32
"324","ENSG00000090612","ZNF268","protein_coding",52.7461308559526,-3.41857452151074,0.283255440353056,-12.0688750664409,1.54228151077571e-33,9.33603928112472e-32
"327","ENSG00000113494","PRLR","protein_coding",51.1359999982536,-3.30261176572391,0.273763349872059,-12.0637469086617,1.64141736903531e-33,9.84499047672464e-32
"334","ENSG00000127946","HIP1","protein_coding",361.055833735575,1.46616876424162,0.121899219292739,12.0277125050378,2.54103732377153e-33,1.49213667757877e-31
"354","ENSG00000121413","ZSCAN18","protein_coding",152.297720341449,2.53407872735647,0.214460020088023,11.8160892007582,3.22344016033862e-32,1.7859133295119e-30
"362","ENSG00000177189","RPS6KA3","protein_coding",1034.64092154714,1.05490501828039,0.0896916783578863,11.7614592300428,6.16593148377507e-32,3.34067442517349e-30
"366","ENSG00000058091","CDK14","protein_coding",262.258676307793,1.67032138360134,0.143408176516734,11.6473232152591,2.36779913259397e-31,1.26884274282966e-29
"370","ENSG00000086619","ERO1LB","protein_coding",214.673625150036,-1.73121439704999,0.148810088869644,-11.6337165725807,2.77736194652173e-31,1.4722270231657e-29
"387","ENSG00000071794","HLTF","protein_coding",1346.56078512621,1.1691510087192,0.102734460663274,11.3803197210647,5.24072468676891e-30,2.65597760417568e-28
"393","ENSG00000165617","DACT1","protein_coding",35.2111229100068,-3.41614609693139,0.303001494221431,-11.2743539622115,1.75663321259543e-29,8.76662778591199e-28
"398","ENSG00000163362","C1orf106","protein_coding",451.51405240024,-1.36163722684365,0.121143278923844,-11.2398908048349,2.59703380918522e-29,1.27978955023994e-27
"405","ENSG00000115514","TXNDC9","protein_coding",490.80092365667,-1.25599756758352,0.112340709526033,-11.1802531146776,5.09444782725986e-29,2.46709642558142e-27
"406","ENSG00000079308","TNS1","protein_coding",78.5071170665703,-2.92461041187613,0.261843720004519,-11.1692975177165,5.76348829703519e-29,2.78421911255545e-27
"422","ENSG00000197324","LRP10","protein_coding",4210.14382754654,-0.959728782146181,0.0870792460865162,-11.0213262663374,3.01582429338087e-28,1.40164364611561e-26
"423","ENSG00000075426","FOSL2","protein_coding",970.642327337844,-1.05244296034788,0.0955035852014268,-11.0199314311413,3.0629230769586e-28,1.4201680923969e-26
"426","ENSG00000154760","SLFN13","protein_coding",186.741851941638,1.710009281813,0.155776601624772,10.9773179282213,4.91293991565271e-28,2.26191292407739e-26
"438","ENSG00000167034","NKX3-1","protein_coding",71.8853230245972,-2.4229727051027,0.222543467964882,-10.8876379399509,1.32019993318183e-27,5.91166239486193e-26
"447","ENSG00000130396","MLLT4","protein_coding",1226.38970115301,-0.934586485969966,0.0862569813466025,-10.8349083329796,2.35200855488622e-27,1.03198979389225e-25
"452","ENSG00000181634","TNFSF15","protein_coding",624.241466025038,2.32824619470993,0.215330947581444,10.8124086243076,3.00670117006021e-27,1.30465553204405e-25
"469","ENSG00000169403","PTAFR","protein_coding",415.516657733975,-1.27655926319877,0.119070642647611,-10.7210243836237,8.11000874644073e-27,3.39150536341028e-25
"470","ENSG00000133687","TMTC1","protein_coding",78.6228276429876,-2.95472016353693,0.275668212790354,-10.7183927143025,8.34406973352608e-27,3.48196254646057e-25
"472","ENSG00000076067","RBMS2","protein_coding",739.827827106667,-0.967622891304176,0.0905617311472811,-10.684677501698,1.20065621986033e-26,4.98908272036455e-25
"485","ENSG00000115008","IL1A","protein_coding",46.3153564339857,-2.55695978974653,0.241288055819661,-10.5971254194928,3.07280233823822e-26,1.24261592288384e-24
"487","ENSG00000183196","CHST6","protein_coding",121.59643258846,-1.82754058062713,0.172552310552942,-10.5912263635925,3.27275752158682e-26,1.31804092958691e-24
"489","ENSG00000185753","CXorf38","protein_coding",387.653983521174,1.14207109251592,0.107980174498793,10.576673892379,3.82289112404725e-26,1.5332998694466e-24
"490","ENSG00000114120","SLC25A36","protein_coding",1313.3842701818,-1.06856451469158,0.10104657216807,-10.5749704494106,3.89300205043984e-26,1.55823365745463e-24
"509","ENSG00000078061","ARAF","protein_coding",1339.57646043454,1.14864964137994,0.109857715628861,10.4557939768245,1.37839394117238e-25,5.31128494463927e-24
"513","ENSG00000157800","SLC37A3","protein_coding",1301.64802226334,0.994469084845625,0.0954187232693112,10.4221587836469,1.9644287409029e-25,7.51039783534671e-24
"526","ENSG00000171564","FGB","protein_coding",63.7308622919807,-2.91336971177166,0.282603343787574,-10.3090418985331,6.41375209165443e-25,2.3915003759243e-23
"530","ENSG00000166401","SERPINB8","protein_coding",462.01849423026,-1.08474244985258,0.105474786448436,-10.2843768295552,8.28764404483568e-25,3.0713478028751e-23
"534","ENSG00000183876","ARSI","protein_coding",116.736672578896,-1.8428065037959,0.179474046221491,-10.2678161137665,9.84070796025964e-25,3.61434092180847e-23
"543","ENSG00000114779","ABHD14B","protein_coding",646.289899494146,0.927247120393332,0.0908800420437726,10.2029785587766,1.92283339390666e-24,6.94521756071664e-23
"544","ENSG00000052344","PRSS8","protein_coding",920.377389533725,-1.28227852894183,0.125732747261632,-10.1984451693685,2.01471930691033e-24,7.26372973647652e-23
"577","ENSG00000139505","MTMR6","protein_coding",659.573521716823,-1.04834669420258,0.104422889790973,-10.0394338473212,1.02259377235867e-23,3.47593269623406e-22
"586","ENSG00000173674","EIF1AX","protein_coding",501.57561770519,1.23309506535387,0.123496274839369,9.98487660423568,1.77521821250478e-23,5.94152812318368e-22
"589","ENSG00000116141","MARK1","protein_coding",78.2036327916162,-2.12640039835698,0.213537246949442,-9.95798357773355,2.32735071373385e-23,7.74980128157251e-22
"606","ENSG00000180198","RCC1","protein_coding",1162.25171582026,0.967785536530821,0.0985628861850307,9.81896506879893,9.32964092867069e-23,3.01950903521482e-21
"607","ENSG00000068308","OTUD5","protein_coding",621.679291431366,0.979236035742346,0.0997681276004903,9.81511890915284,9.69236522117342e-23,3.13173573447898e-21
"614","ENSG00000163412","EIF4E3","protein_coding",270.370973257086,-1.15615167141807,0.118226876727742,-9.77909341274833,1.38445042461931e-22,4.42234954040041e-21
"622","ENSG00000102218","RP2","protein_coding",283.247662746856,1.32077255351353,0.135973545159084,9.71345236287158,2.64232439726933e-22,8.3318180713253e-21
"632","ENSG00000170624","SGCD","protein_coding",16.463368620953,-3.38588119162616,0.350969599354453,-9.64722072183431,5.0505980588243e-22,1.56736360328672e-20
"638","ENSG00000091127","PUS7","protein_coding",436.611040547352,1.02846956370486,0.1068730122666,9.62328600918714,6.37610189182426e-22,1.9570342160305e-20
"651","ENSG00000085415","SEH1L","protein_coding",1191.22774479328,1.00730451481661,0.105463219665485,9.55123993001208,1.28153178283912e-21,3.86093438660886e-20
"654","ENSG00000124486","USP9X","protein_coding",2112.22345103327,0.957004921124027,0.100439670600691,9.52815670740999,1.60100615674427e-21,4.80130485508034e-20
"662","ENSG00000092964","DPYSL2","protein_coding",642.220606370243,-1.02194871150796,0.107863389063332,-9.47447248211272,2.6811195135464e-21,7.94332281256579e-20
"668","ENSG00000162804","SNED1","protein_coding",73.9515476953129,-2.24882246482192,0.238003766720712,-9.4486843456592,3.43116114931708e-21,1.00741562307718e-19
"669","ENSG00000167178","ISLR2","protein_coding",18.4594330423372,-3.20070844512667,0.338858678788038,-9.44555546452084,3.53524218903161e-21,1.03642309496976e-19
"670","ENSG00000206538","VGLL3","protein_coding",91.7404860677106,1.93795494245102,0.205260541845977,9.4414392801575,3.67693524617305e-21,1.07635419377899e-19
"676","ENSG00000140479","PCSK6","protein_coding",16.8002726805868,-3.15775986845146,0.335104037514784,-9.42322238750149,4.37452313279707e-21,1.26919411543712e-19
"678","ENSG00000173894","CBX2","protein_coding",458.859467743612,1.21247290649939,0.128771075213686,9.41572402410547,4.6983302935846e-21,1.35912023669727e-19
"681","ENSG00000165476","REEP3","protein_coding",3340.71282731689,0.762676342201773,0.0812508794296721,9.38668415105487,6.19188567172751e-21,1.78328125814378e-19
"683","ENSG00000007392","LUC7L","protein_coding",494.326452315422,-1.10189248990991,0.117632631412591,-9.36723489628546,7.44575447801673e-21,2.13811980347499e-19
"691","ENSG00000172716","SLFN11","protein_coding",192.952994473699,-1.36621826545889,0.14708714605396,-9.28849530439382,1.56484821882976e-20,4.44158728160755e-19
"692","ENSG00000134352","IL6ST","protein_coding",2272.87393473153,-1.04267448839534,0.112342054857895,-9.28124814624636,1.67504689727311e-20,4.7474992480083e-19
"693","ENSG00000253953","PCDHGB4","protein_coding",64.945683491705,-2.39066991748071,0.257689969000087,-9.27731074188573,1.73809977449825e-20,4.91909825068314e-19
"699","ENSG00000204128","C2orf72","protein_coding",39.8843292985773,-2.50009099044218,0.270780079859237,-9.23292064815786,2.6335117208458e-20,7.38927973976377e-19
"705","ENSG00000003436","TFPI","protein_coding",615.677597765159,-1.10922498857726,0.120524043787894,-9.20335025042261,3.46959747926008e-20,9.65237097315289e-19
"706","ENSG00000001629","ANKIB1","protein_coding",1193.88352108151,0.776231593209531,0.0843661539743972,9.20074646812863,3.55471664785705e-20,9.87516396804821e-19
"708","ENSG00000149187","CELF1","protein_coding",1759.42394536701,0.639059255440743,0.0695591166391238,9.1872825061338,4.02890603102398e-20,1.11608663822702e-18
"712","ENSG00000187605","TET3","protein_coding",449.135762599042,-0.969077032530735,0.105581308605968,-9.17849044803332,4.37176722052846e-20,1.20426222607057e-18
"720","ENSG00000144857","BOC","protein_coding",58.7151090643909,-2.32386368748794,0.254818993513469,-9.11966433681524,7.53573626782721e-20,2.05275549195688e-18
"728","ENSG00000125249","RAP2A","protein_coding",473.978662775853,-0.96850555034734,0.106672290108458,-9.0792608779902,1.09314637936095e-19,2.9450384530778e-18
"743","ENSG00000119523","ALG2","protein_coding",805.686422692726,-1.01463520223783,0.112340852094616,-9.03175633191105,1.68938255864487e-19,4.45946973387642e-18
"750","ENSG00000149177","PTPRJ","protein_coding",765.872038673403,0.9150274114459,0.101792776622403,8.98911928535134,2.49219428668821e-19,6.51725420597545e-18
"753","ENSG00000170348","TMED10","protein_coding",8717.26521983179,-0.752254943691707,0.0838141879446064,-8.97526972627689,2.82658378024239e-19,7.36225600025154e-18
"760","ENSG00000165626","BEND7","protein_coding",119.455519381023,-1.48802462245813,0.166304198261407,-8.94760708397251,3.63271489303216e-19,9.37479436803154e-18
"768","ENSG00000112531","QKI","protein_coding",1369.79046648752,-0.992387794415504,0.111320851672646,-8.91466225333732,4.89305368224829e-19,1.24957632643145e-17
"779","ENSG00000135083","CCNJL","protein_coding",248.7009910189,-1.13492564845564,0.128499507893362,-8.83214003743487,1.02691764722793e-18,2.58548598396425e-17
"784","ENSG00000066248","NGEF","protein_coding",354.589858360605,-1.06013272734726,0.120207762247578,-8.8191703058562,1.15310943659643e-18,2.88468563519972e-17
"790","ENSG00000133812","SBF2","protein_coding",547.027096455546,0.934133210117781,0.106045161424065,8.8088244439769,1.26465064077153e-18,3.13969531866481e-17
"793","ENSG00000111530","CAND1","protein_coding",1863.25545859525,-0.724555474327515,0.0822902469387807,-8.80487665648328,1.30996559185773e-18,3.2398934619301e-17
"794","ENSG00000061918","GUCY1B3","protein_coding",172.253158124529,1.35464622452156,0.153932862239951,8.80024060365964,1.36523131697704e-18,3.37232768512226e-17
"813","ENSG00000004455","AK2","protein_coding",1483.71535911383,0.685106557663656,0.0789023848843109,8.68296387578374,3.85586879639853e-18,9.30198704843349e-17
"819","ENSG00000134954","ETS1","protein_coding",1146.13303595988,-1.01459817762687,0.117195924902,-8.65728205545781,4.83146131326476e-18,1.15701405051357e-16
"851","ENSG00000129292","PHF20L1","protein_coding",1622.48497759702,-0.657631722610198,0.077083990228867,-8.53136586024737,1.44629847636111e-17,3.33328460832791e-16
"861","ENSG00000158006","PAFAH2","protein_coding",170.6053875699,1.15073885552102,0.135596990710654,8.48646308070759,2.13021298011014e-17,4.85248167002325e-16
"863","ENSG00000106415","GLCCI1","protein_coding",307.943331124064,0.95330768692319,0.11239441722617,8.48180639617413,2.21724289873603e-17,5.03902490995477e-16
"870","ENSG00000146070","PLA2G7","protein_coding",142.891610359237,1.46011489532309,0.172529516682112,8.46298606407956,2.60616865309109e-17,5.87526273483626e-16
"877","ENSG00000182378","PLCXD1","protein_coding",200.701251608707,1.24914609434364,0.14819363146671,8.42914828377258,3.48190141125793e-17,7.78683379464103e-16
"879","ENSG00000116106","EPHA4","protein_coding",118.367813720113,-1.50464421031068,0.178608750677263,-8.42424687819186,3.63078001923157e-17,8.10130699854253e-16
"882","ENSG00000158457","TSPAN33","protein_coding",314.423290638864,0.979519135722564,0.116428471382576,8.41305502074257,3.99467469407772e-17,8.88294271824789e-16
"883","ENSG00000050555","LAMC3","protein_coding",47.3068462542465,-2.41120989622636,0.286716748140047,-8.40972810925088,4.10962245357159e-17,9.12820217235556e-16
"890","ENSG00000065320","NTN1","protein_coding",20.100502042798,-2.78774550396217,0.333298949351453,-8.36409928500127,6.05758950215438e-17,1.334915762986e-15
"892","ENSG00000124466","LYPD3","protein_coding",360.950005047237,1.1292150558693,0.135028107752609,8.36281478474238,6.12393148487037e-17,1.34650973332693e-15
"896","ENSG00000147649","MTDH","protein_coding",8970.6532357847,-0.855954876579701,0.102614931014349,-8.34142622441569,7.33998153514333e-17,1.60668591349069e-15
"901","ENSG00000278535","DHRS11","protein_coding",200.526032383703,1.17188735327849,0.140909455496448,8.3165984081745,9.05238331351417e-17,1.97052601473866e-15
"903","ENSG00000122778","KIAA1549","protein_coding",1196.57804190771,0.86379287556,0.103938872002197,8.31058543276995,9.52310745410565e-17,2.06840206530868e-15
"907","ENSG00000106397","PLOD3","protein_coding",1310.59934147156,0.693838768159944,0.0837100872584408,8.28859210262001,1.14596807426646e-16,2.47804540690057e-15
"916","ENSG00000095637","SORBS1","protein_coding",140.407298833232,1.24398379248975,0.150528234474698,8.26412265334081,1.40725865203818e-16,3.01316200244813e-15
"924","ENSG00000197977","ELOVL2","protein_coding",28.7149304184376,-2.61642075316122,0.317389488904233,-8.2435645937559,1.6715461923174e-16,3.54805578678801e-15
"926","ENSG00000025800","KPNA6","protein_coding",1087.23743988925,0.697925763023092,0.0846781547056013,8.24209934013744,1.69214977654143e-16,3.58403170273295e-15
"956","ENSG00000150764","DIXDC1","protein_coding",246.377645287015,1.19463682719764,0.14679413282538,8.13817830593223,4.0126959501602e-16,8.23232276887993e-15
"967","ENSG00000069812","HES2","protein_coding",336.702991079609,1.06876026499529,0.13193937834821,8.10038881776945,5.47838111184339e-16,1.11114259303603e-14
"968","ENSG00000006432","MAP3K9","protein_coding",569.714856905953,-0.788104005300015,0.0973948369216086,-8.09184583300187,5.87672632088622e-16,1.19070488978865e-14
"986","ENSG00000060656","PTPRU","protein_coding",965.552482640681,-0.726588825223673,0.0902643292933003,-8.04956765216448,8.30870212225554e-16,1.6527238815801e-14
"988","ENSG00000254726","MEX3A","protein_coding",575.819154745534,0.731627948052172,0.0909393929092134,8.04522577781634,8.60865620530275e-16,1.70892281532999e-14
"991","ENSG00000068354","TBC1D25","protein_coding",285.340873449928,1.02526359654471,0.127522823741716,8.03984389979689,8.99529892449442e-16,1.78027041176699e-14
"998","ENSG00000146733","PSPH","protein_coding",488.888450674986,1.07236010469176,0.134047721452824,7.99983836404976,1.24582642854986e-15,2.44833604640766e-14
"999","ENSG00000102362","SYTL4","protein_coding",126.325587809516,1.36930703712417,0.171326158973879,7.99239909028103,1.32337822482902e-15,2.59813985220936e-14
"1011","ENSG00000187109","NAP1L1","protein_coding",3180.05304838713,-0.646360191455165,0.0813709282235576,-7.94337984789067,1.96745268810023e-15,3.81678037306724e-14
"1021","ENSG00000150347","ARID5B","protein_coding",940.321917497957,0.828407475639125,0.104802602280285,7.90445521022108,2.69107916052726e-15,5.16945500248983e-14
"1032","ENSG00000102572","STK24","protein_coding",1323.42731014591,-0.6874832212352,0.0875359330397444,-7.85372586276151,4.03856509628121e-15,7.67523035207009e-14
"1046","ENSG00000130590","SAMD10","protein_coding",132.90705797391,1.38174044898678,0.176706791590632,7.81939639415664,5.30772259633237e-15,9.95223358335247e-14
"1075","ENSG00000178498","DTX3","protein_coding",363.514751118976,-1.01178578283776,0.130722430192688,-7.73995542575485,9.94516744070771e-15,1.81446110711256e-13
"1078","ENSG00000061273","HDAC7","protein_coding",1366.89137135315,-0.851501149826373,0.11041005646159,-7.7121702235756,1.2369599138807e-14,2.25050972086662e-13
"1080","ENSG00000071539","TRIP13","protein_coding",700.664594077194,0.90231958803433,0.117012974283138,7.71127811733916,1.24563874619172e-14,2.26210303046835e-13
"1092","ENSG00000167470","MIDN","protein_coding",328.272247648559,-0.967045032221591,0.126172129568721,-7.66449005439729,1.79543119007828e-14,3.22470622078804e-13
"1093","ENSG00000166225","FRS2","protein_coding",420.767806130394,-0.821803950063299,0.107286167355756,-7.65992457665333,1.86042309727913e-14,3.33837860996667e-13
"1095","ENSG00000145242","EPHA5","protein_coding",25.0260246234059,2.52354259717828,0.330326834333908,7.63953253227794,2.18011818314979e-14,3.90490026722528e-13
"1099","ENSG00000196639","HRH1","protein_coding",254.058364991728,-1.00352120997976,0.131533063714069,-7.6294216955308,2.35809109134778e-14,4.2083021450959e-13
"1107","ENSG00000103381","CPPED1","protein_coding",107.131349151336,-1.34935085722071,0.177195211384429,-7.61505261162651,2.63584081836717e-14,4.66998608587491e-13
"1111","ENSG00000198948","MFAP3L","protein_coding",48.8980606523033,-1.96204906866556,0.257944739782318,-7.60647055769134,2.81682361001688e-14,4.97266979867337e-13
"1112","ENSG00000145592","RPL37","protein_coding",7345.25606413537,-0.512880173719331,0.0674726101232178,-7.60130922433139,2.93149691141028e-14,5.17045403988218e-13
"1162","ENSG00000170027","YWHAG","protein_coding",2290.77176646528,0.675345612955234,0.0905157554481148,7.46108353857085,8.58138185204991e-14,1.44717663167889e-12
"1174","ENSG00000140043","PTGR2","protein_coding",150.838402493376,1.09581566419182,0.147432848910534,7.43264253719189,1.06449292696931e-13,1.77835602867539e-12
"1192","ENSG00000183688","FAM101B","protein_coding",57.8057769786007,-1.99754435782722,0.270777639571535,-7.37706540683355,1.6181652430187e-13,2.66250628450719e-12
"1193","ENSG00000152229","PSTPIP2","protein_coding",17.530782545798,-2.43490215971885,0.330087010645707,-7.37654642924532,1.62448251900352e-13,2.67066015467024e-12
"1195","ENSG00000185818","NAT8L","protein_coding",118.34950840927,-1.21506065375338,0.164867154994026,-7.36993765554703,1.70707849605526e-13,2.80175150988551e-12
"1196","ENSG00000139651","ZNF740","protein_coding",847.826471706327,-0.746810767316657,0.101335886541224,-7.36965741166973,1.71067068633778e-13,2.80529967986145e-12
"1206","ENSG00000077238","IL4R","protein_coding",1352.06159616383,-0.694686747131885,0.0945865888976539,-7.34445290001484,2.06602429325845e-13,3.359944814567e-12
"1210","ENSG00000012048","BRCA1","protein_coding",370.750359000053,0.879472396209648,0.119841283352265,7.33864300855743,2.15770279954046e-13,3.49744008325513e-12
"1212","ENSG00000184254","ALDH1A3","protein_coding",31172.4130619353,-0.532296242628254,0.072608541715274,-7.33104163853879,2.2837069077531e-13,3.69557290278561e-12
"1214","ENSG00000176678","FOXL1","protein_coding",116.103691389691,1.28363937210943,0.175120824997317,7.33002127033777,2.30116206213984e-13,3.71538179608032e-12
"1217","ENSG00000186832","KRT16","protein_coding",80.8599744481657,-1.82403802156917,0.249014833586282,-7.32501753128352,2.38867485484079e-13,3.84955463664687e-12
"1220","ENSG00000139289","PHLDA1","protein_coding",5310.35808822091,-0.647554685231228,0.0885779171290737,-7.31056572811061,2.66019983439452e-13,4.27659830753932e-12
"1224","ENSG00000105939","ZC3HAV1","protein_coding",612.068607628771,0.780236489585782,0.106852513021451,7.30199475448131,2.83532326424859e-13,4.54323490046631e-12
"1234","ENSG00000163069","SGCB","protein_coding",1221.49393695367,-0.71534993497625,0.0982520121448921,-7.28076625974157,3.3192936183776e-13,5.27563255569204e-12
"1241","ENSG00000114999","TTL","protein_coding",625.538703524065,0.761708247126633,0.104729392706032,7.27310860347195,3.51307653919132e-13,5.55213297043992e-12
