DB,ID,Symbol,Qualifier,GO ID,GO Name,Aspect,Evidence,Reference,With,Taxon,Date,Source,Splice
UniProtKB,A0A023NF12,HLA-DRB1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A023Q4K2,COX3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A023QCZ2,COX2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR011759|InterPro:IPR014222,9606,20160402,InterPro,-
UniProtKB,A0A023QSC6,ND3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A023QXN0,ATP8,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A023SER7,MICA,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A023UN48,RHAG,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A023W4F4,RHD,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024D9P8,ITGB2,-,GO:0008305,integrin complex,Component,IEA,GO_REF:0000002,InterPro:IPR015439,9606,20160402,InterPro,-
UniProtKB,A0A024DBG7,TYR,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024F8H3,HLA-B,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024F8Q5,HLA-DRB4,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024F8R0,HLA-DRB5,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024F8S3,HLA-DRB3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QYR8,TM9SF2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR004240,9606,20160402,InterPro,-
UniProtKB,A0A024QYV1,TSCOT,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR011701,9606,20160402,InterPro,-
UniProtKB,A0A024QYV2,hCG_1983280,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QYV6,C7orf19,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR030034,9606,20160402,InterPro,-
UniProtKB,A0A024QYV7,hCG_1994130,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000019,Ensembl:ENSMUSP00000032888,9606,20160402,Ensembl,-
UniProtKB,A0A024QYW3,PLP2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QYX0,EBP,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR007905,9606,20160402,InterPro,-
UniProtKB,A0A024QYX2,GPRC5B,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR017978,9606,20160402,InterPro,-
UniProtKB,A0A024QYX4,hCG_1820611,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QYY0,SLC38A5,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QYY6,FMO5,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QYZ0,SEC61G,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZ14,PIGS,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZ15,HCP1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR005829|InterPro:IPR011701,9606,20160402,InterPro,-
UniProtKB,A0A024QZ22,PRAF2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZ41,TMEM97,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZ56,hCG_28999,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZ57,CLN8,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR006634,9606,20160402,InterPro,-
UniProtKB,A0A024QZ58,hCG_1735895,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZ67,TP53I13,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZ93,SPIN1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR011701,9606,20160402,InterPro,-
UniProtKB,A0A024QZ94,PCDH8,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZ97,TMEM51,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZA4,ST3GAL2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZA7,MGC13024,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR030032,9606,20160402,InterPro,-
UniProtKB,A0A024QZA8,EPHA2,-,GO:0005887,integral component of plasma membrane,Component,IEA,GO_REF:0000002,InterPro:IPR016257,9606,20160402,InterPro,-
UniProtKB,A0A024QZB8,CLN3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZE3,CPT1C,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZE6,C16orf58,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZF8,EMP3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR004031|InterPro:IPR004032,9606,20160402,InterPro,-
UniProtKB,A0A024QZI2,hCG_1998059,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZL0,C10orf35,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZL8,CDH23,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZN7,C10orf70,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZN9,VDAC2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR030277,9606,20160402,InterPro,-
UniProtKB,A0A024QZP4,hCG_1725387,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZR9,FLJ90709,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZS2,FLJ33641,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR021082,9606,20160402,InterPro,-
UniProtKB,A0A024QZS3,PPAP2A,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZS8,ZDHHC4,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZT7,KDELR2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR000133,9606,20160402,InterPro,-
UniProtKB,A0A024QZV3,ELOVL2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR002076,9606,20160402,InterPro,-
UniProtKB,A0A024QZV6,TMEM14C,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZV7,TMEM14B,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZW4,SLC35B3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZW5,RNF182,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024QZX7,SLC17A3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR011701,9606,20160402,InterPro,-
UniProtKB,A0A024QZY2,SLC17A2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR011701,9606,20160402,InterPro,-
UniProtKB,A0A024QZZ1,BTN3A2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R006,FAM8A1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R013,SLC17A4,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR011701,9606,20160402,InterPro,-
UniProtKB,A0A024R035,C9,-,GO:0005579,membrane attack complex,Component,IEA,GO_REF:0000002,InterPro:IPR001862,9606,20160402,InterPro,-
UniProtKB,A0A024R038,BTN2A2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R042,BTN3A3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R047,SEPP1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R049,MGC42105,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R050,SLC1A3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R052,TNFRSF14,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R060,hCG_2036609,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R061,SYBL1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR001388,9606,20160402,InterPro,-
UniProtKB,A0A024R064,hCG_29569,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R068,PEX10,-,GO:0005779,integral component of peroxisomal membrane,Component,IEA,GO_REF:0000002,InterPro:IPR025654,9606,20160402,InterPro,-
UniProtKB,A0A024R075,UBE2J2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R082,C1orf159,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R095,CLCC1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R096,C1orf119,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0A0,MXRA8,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0A1,CSF1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR008001,9606,20160402,InterPro,-
UniProtKB,A0A024R0B7,TMEM77,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0B8,FLJ21657,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0C0,CEPT1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0C3,NNT,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR012136,9606,20160402,InterPro,-
UniProtKB,A0A024R0C6,KCND3,-,GO:0008076,voltage-gated potassium channel complex,Component,IEA,GO_REF:0000002,InterPro:IPR003968|InterPro:IPR003975|InterPro:IPR004056|InterPro:IPR028325,9606,20160402,InterPro,-
UniProtKB,A0A024R0D5,SCNN1D,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR004724,9606,20160402,InterPro,-
UniProtKB,A0A024R0E3,VANGL1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR009539,9606,20160402,InterPro,-
UniProtKB,A0A024R0F9,HSD3B2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0H1,SLC16A1,-,GO:0005887,integral component of plasma membrane,Component,IEA,GO_REF:0000002,InterPro:IPR030757,9606,20160402,InterPro,-
UniProtKB,A0A024R0J4,PTGFRN,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0Q4,PLD3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0W0,SLC25A18,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0W3,SLC38A2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0X7,SLC38A4,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0Y0,hCG_1643350,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR007593,9606,20160402,InterPro,-
UniProtKB,A0A024R0Y1,PIGW,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR009447,9606,20160402,InterPro,-
UniProtKB,A0A024R0Y9,LMBR1L,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0Z2,FLJ13236,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R0Z5,TEGT,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR006213,9606,20160402,InterPro,-
UniProtKB,A0A024R100,PEX26,-,GO:0005779,integral component of peroxisomal membrane,Component,IEA,GO_REF:0000002,InterPro:IPR010797,9606,20160402,InterPro,-
UniProtKB,A0A024R118,METTL7A,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R124,SLC38A1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R127,AMIGO2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R151,SLC44A1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000019,Ensembl:ENSMUSP00000099975,9606,20160402,Ensembl,-
UniProtKB,A0A024R154,RP11-35N6.1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R157,UGCG,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R176,SLC9A7,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR002090|InterPro:IPR004709|InterPro:IPR006153|InterPro:IPR018422,9606,20160402,InterPro,-
UniProtKB,A0A024R188,C9orf125,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1B7,hCG_1776668,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1D7,GAL3ST1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR009729,9606,20160402,InterPro,-
UniProtKB,A0A024R1F5,RNF185,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1G8,APOL1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1I5,SEC14L2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR009038,9606,20160402,InterPro,-
UniProtKB,A0A024R1J0,C1QTNF6,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1J1,hCG_40978,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1J2,RHBDD3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR022764,9606,20160402,InterPro,-
UniProtKB,A0A024R1L3,RP5-1104E15.5,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1L5,C22orf5,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1L8,KCNJ4,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR016449,9606,20160402,InterPro,-
UniProtKB,A0A024R1M3,MGC17330,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1M8,APOL2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1N8,SLC16A8,-,GO:0005887,integral component of plasma membrane,Component,IEA,GO_REF:0000002,InterPro:IPR030759,9606,20160402,InterPro,-
UniProtKB,A0A024R1P7,UNC84B,-,GO:0005639,integral component of nuclear inner membrane,Component,IEA,GO_REF:0000002,InterPro:IPR030272,9606,20160402,InterPro,-
UniProtKB,A0A024R1R0,KDELR3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR000133,9606,20160402,InterPro,-
UniProtKB,A0A024R1U9,G6PC,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1W6,ORMDL3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR007203,9606,20160402,InterPro,-
UniProtKB,A0A024R1X4,hCG_16955,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1X7,TMEM99,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R1Y9,CNTNAP1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR028872,9606,20160402,InterPro,-
UniProtKB,A0A024R1Z2,RAMP2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR006985,9606,20160402,InterPro,-
UniProtKB,A0A024R209,TRPM1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR029588,9606,20160402,InterPro,-
UniProtKB,A0A024R210,IFITM1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR007593,9606,20160402,InterPro,-
UniProtKB,A0A024R229,TMEM2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R230,NTRK2,-,GO:0005887,integral component of plasma membrane,Component,IEA,GO_REF:0000002,InterPro:IPR020455|InterPro:IPR020777,9606,20160402,InterPro,-
UniProtKB,A0A024R248,C9orf89,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R277,SPTLC1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2A0,ROR2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2A7,LMAN1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2B2,CDH7,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2B3,BCL2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2C3,PIGN,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2C8,IL5RA,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2D5,EDEM1,-,GO:0030176,integral component of endoplasmic reticulum membrane,Component,IEA,GO_REF:0000019,Ensembl:ENSMUSP00000086565,9606,20160402,Ensembl,-
UniProtKB,A0A024R2D8,CAV3,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2E4,ATP2B2,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000002,InterPro:IPR001757,9606,20160402,InterPro,-
UniProtKB,A0A024R2F9,TMEM43,-,GO:0005639,integral component of nuclear inner membrane,Component,IEA,GO_REF:0000019,Ensembl:ENSMUSP00000032183,9606,20160402,Ensembl,-
UniProtKB,A0A024R2G0,SLC6A1,-,GO:0005887,integral component of plasma membrane,Component,IEA,GO_REF:0000002,InterPro:IPR002980,9606,20160402,InterPro,-
UniProtKB,A0A024R2G1,CRELD1,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
UniProtKB,A0A024R2L3,CMTM7,-,GO:0016021,integral component of membrane,Component,IEA,GO_REF:0000038,UniProtKB-KW:KW-0812,9606,20160402,UniProt,-
